name,intelligence,strength,speed,durability,power,combat,full-name,aliases,image
Scarecrow,81,10,12,14,48,50,Jonathan Crane,-,https://www.superherodb.com/pictures2/portraits/10/100/819.jpg
Scarlet Spider,75,53,60,74,46,56,Benjamin Reilly,Spider-CloneSpider-Man,https://www.superherodb.com/pictures2/portraits/10/100/174.jpg
Scarlet Spider II,88,55,60,40,37,56,Kaine Parker,TarantulaKaineAraa Escarlata,https://www.superherodb.com/pictures2/portraits/10/100/1536.jpg
Scarlet Witch,100,10,29,70,100,80,Wanda Maximoff,Wanda FrankWanda MagnusAna MaximoffGypsy WitchThe Witch,https://www.superherodb.com/pictures2/portraits/10/100/444.jpg
Scorpia,38,28,42,28,34,28,Elaine Coll,-,https://www.superherodb.com/pictures2/portraits/10/100/1123.jpg
Scorpion,50,52,60,85,49,80,MacDonald Gargan,VenomSpider-Man,https://www.superherodb.com/pictures2/portraits/10/100/1041.jpg
Sebastian Shaw,63,85,12,95,36,56,Sebastian Hiram Shaw,-,https://www.superherodb.com/pictures2/portraits/10/100/1482.jpg
Sentry,75,100,100,84,100,40,Robert Reynolds,VoidBobGolden Guardian of GoodJohn Victor WilliamsScout,https://www.superherodb.com/pictures2/portraits/10/100/447.jpg
Shadow King,75,12,27,100,100,75,Amahl Farouk,Professor XAnanasiAmahl FaroukEvil OneMaster of the Games; he also impersonated the following mind-controlled subjects (in chronological order): Alexander FlynnKarmaCypherJacob ReiszDonald Pierce and probably others,https://www.superherodb.com/pictures2/portraits/10/100/121.jpg
Shadow Lass,63,10,67,20,79,80,Tasmia Mallor,-,https://www.superherodb.com/pictures2/portraits/10/100/1195.jpg
Shadowcat,88,8,21,25,69,70,Kitty Pryde,Kitty PrydeArielSpriteCat,https://www.superherodb.com/pictures2/portraits/10/100/122.jpg
Shang-Chi,63,12,30,50,29,100,Shang-Chi,The Master of Kung Fu; The Rising and Advancing of the Spirit; Chinaman (by Jack Tarr),https://www.superherodb.com/pictures2/portraits/10/100/454.jpg
Shatterstar,63,48,45,64,49,84,Gaveedra Seven,Benjamin Russell,https://www.superherodb.com/pictures2/portraits/10/100/124.jpg
She-Hulk,81,100,42,100,40,70,Jennifer Walters,Jade Giantess,https://www.superherodb.com/pictures2/portraits/10/100/125.jpg
She-Thing,69,72,21,80,23,65,Sharon Ventura,ThingMs Marvel,https://www.superherodb.com/pictures2/portraits/10/100/461.jpg
Shocker,63,10,23,70,79,56,Herman Schultz,-,https://www.superherodb.com/pictures2/portraits/10/100/19.jpg
Shriek,50,10,23,28,45,42,Frances Louise Barrison,Sandra Deel,https://www.superherodb.com/pictures2/portraits/10/100/1319.jpg
Shrinking Violet,null,null,null,null,null,null,,-,https://www.superherodb.com/pictures2/portraits/10/100/1188.jpg
Sif,63,90,67,80,100,70,Sif,Lady SifErika VelezMrs. ChambersSybil,https://www.superherodb.com/pictures2/portraits/10/100/1533.jpg
Silk,75,48,71,70,71,65,Cindy Moon,-,https://www.superherodb.com/pictures2/portraits/10/100/10495.jpg
Silk Spectre,null,null,null,null,null,null,Sally Juspeczyk,Sally Jupiter,https://www.superherodb.com/pictures2/portraits/10/100/1057.jpg
Silk Spectre II,null,51,null,null,null,null,Laurie Juspeczyk,-,https://www.superherodb.com/pictures2/portraits/10/100/1058.jpg
Silver Surfer,56,100,100,90,100,32,Norrin Radd,-,https://www.superherodb.com/pictures2/portraits/10/100/127.jpg
Silverclaw,50,28,35,42,34,42,Maria de Guadalupe Santiago,"La Garra ArgentadoDaughter of the Volcano God,",https://www.superherodb.com/pictures2/portraits/10/100/1019.jpg
Simon Baz,56,90,42,55,100,60,Simoon Baz,Green LanternWhite Lantern,https://www.superherodb.com/pictures2/portraits/10/100/10649.jpg
Sinestro,75,85,53,64,100,55,Thaal Sinestro,Green LanternWhite LanternYellow LanternParallaxIndigo Lantern,https://www.superherodb.com/pictures2/portraits/10/100/781.jpg
Siren,56,62,79,60,92,60,Hila,-,https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg
Siren II,null,null,null,null,null,null,La Sirene la Bailene,-,https://www.superherodb.com/pictures2/portraits/10/100/1386.jpg
Siryn,38,8,47,28,50,42,Theresa Rourke Cassidy,Theresa Rourke,https://www.superherodb.com/pictures2/portraits/10/100/833.jpg
Skaar,50,85,27,90,69,85,,SaviorSon of HulkWorldBreakerLong HairLittle MonsterConan,https://www.superherodb.com/pictures2/portraits/10/100/1341.jpg
Snake-Eyes,null,null,null,null,null,null,,Xanthian Boulder Crusher,https://www.superherodb.com/pictures2/portraits/10/100/10437.jpg
Snowbird,50,32,27,42,70,52,Narya,Anne McKenzie-Thompson,https://www.superherodb.com/pictures2/portraits/10/100/130.jpg
Sobek,50,34,23,46,20,56,Yurrd the Unknown,Sobek the Talking Crocodile; The Unknown in Formless Time Before Time; Famine,https://www.superherodb.com/pictures2/portraits/10/100/1166.jpg
Solomon Grundy,9,93,13,100,92,30,Cyrus Gold,Marshland Monster,https://www.superherodb.com/pictures2/portraits/10/100/782.jpg
Songbird,75,36,27,42,55,56,Melissa Joan Gold,Screaming MimiMimi SchwartzMargie Green,https://www.superherodb.com/pictures2/portraits/10/100/131.jpg
Space Ghost,38,18,33,40,95,80,Thaddeus Bach,Ted GhostelTad Ghostal,https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg
Spawn,75,60,50,90,100,95,Al Simmons,The OneHellspawn,https://www.superherodb.com/pictures2/portraits/10/100/842.jpg
Spectre,88,100,100,100,100,70,Aztar,Spirit of VengeanceWrath of GodSpirit of RedemptionRaguelJames CorriganHal JordanCripus Allen,https://www.superherodb.com/pictures2/portraits/10/100/784.jpg
Speedball,null,null,null,null,null,null,Robert Baldwin,PenanceMasked Marvel,https://www.superherodb.com/pictures2/portraits/10/100/132.jpg
Speedy,50,6,33,20,26,70,Thea Queen,Thea MerlynMiaRed Arrow,https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg
Speedy,null,null,null,null,null,null,"Roy William Harper, Jr.",-,https://www.superherodb.com/pictures2/portraits/10/100/1015.jpg
Spider-Carnage,null,69,null,null,null,null,Benjamin Reilly,-,https://www.superherodb.com/pictures2/portraits/10/100/957.jpg
Spider-Girl,63,38,60,65,53,75,May 'Mayday' Parker,-,https://www.superherodb.com/pictures2/portraits/10/100/480.jpg
Spider-Gwen,75,55,63,70,66,70,Gwen Stacy,Spider-Woman,https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg
Spider-Man,90,55,67,75,74,85,Peter Parker,SpidermanBag-ManBlack MarvelCaptain UniverseDuskGreen HoodHornetMad Dog 336Peter PalmerProdigyRicochetScarlet SpiderSpider-BoySpider-HulkSpider-Morphosis,https://www.superherodb.com/pictures2/portraits/10/100/133.jpg
Spider-Man,null,57,null,null,null,null,Miguel O'Hara,Spider-Man 2099Spiderman,https://www.superherodb.com/pictures2/portraits/10/100/479.jpg
Spider-Man,null,58,null,null,null,null,Miles Morales,Spiderman,https://www.superherodb.com/pictures2/portraits/10/100/10647.jpg
Spider-Woman,56,42,42,60,68,70,Jessica Drew,ArachneAriadne HydeDark AngelDark Angel of San Francisco,https://www.superherodb.com/pictures2/portraits/10/100/481.jpg
Spider-Woman II,null,null,null,null,null,null,,-,https://www.superherodb.com/pictures2/portraits/10/100/483.jpg
Spider-Woman III,50,48,27,42,60,28,Martha Franklin,-,https://www.superherodb.com/pictures2/portraits/10/100/482.jpg
Spider-Woman IV,null,null,null,null,null,null,Charlotte Witter,Spider-Woman,https://www.superherodb.com/pictures2/portraits/10/100/883.jpg
Spock,81,18,17,40,56,40,S'chn T'gai Spock,-,https://www.superherodb.com/pictures2/portraits/10/100/10566.jpg
Spyke,50,12,17,60,48,30,Evan Daniels,PorcupineArmadillo,https://www.superherodb.com/pictures2/portraits/10/100/1455.jpg
Stacy X,null,null,null,null,null,null,,-,https://www.superherodb.com/pictures2/portraits/10/100/485.jpg
Star-Lord,69,20,33,50,25,70,Peter Jason Quill,Starlord,https://www.superherodb.com/pictures2/portraits/10/100/10015.jpg
Stardust,88,85,100,110,100,85,,Entity Lambda-Zero,https://www.superherodb.com/pictures2/portraits/10/100/1052.jpg
Starfire,50,80,33,85,59,70,Koriand'r,Princess Koriand'rKory AndersNova,https://www.superherodb.com/pictures2/portraits/10/100/786.jpg
Stargirl,63,80,25,90,87,55,Courtney Whitmore,Star-Spangled KidStarStars,https://www.superherodb.com/pictures2/portraits/10/100/1326.jpg
Static,69,8,42,50,90,40,Virgil Hawkins,SparkyVirgVV-Man,https://www.superherodb.com/pictures2/portraits/10/100/1471.jpg
Steel,81,82,53,90,64,64,John Henry Irons,Man of SteelHenry Johnson,https://www.superherodb.com/pictures2/portraits/10/100/1383.jpg
Stephanie Powell,69,10,54,10,24,10,Stephanie Powell,-,https://www.superherodb.com/pictures2/portraits/10/100/1355.jpg
Steppenwolf,94,100,83,100,100,100,,Steppenwulf,https://www.superherodb.com/pictures2/portraits/10/100/10653.jpg
Storm,75,10,47,30,88,75,Ororo Munroe,"Ororo Iqadi T'ChallaQueen OroroOroro Komo Wakandas,White QueenWeather WitchWindriderGoddessMistress of the ElementsPrincess of N'DareHigh Priestess WindriderGoddessMistress of the ElementsPrincess of N'DareHigh Priestess",https://www.superherodb.com/pictures2/portraits/10/100/135.jpg
Stormtrooper,10,8,8,15,5,20,,-,https://www.superherodb.com/pictures2/portraits/10/100/10539.jpg
Sunspot,63,63,35,25,90,70,Roberto DaCosta,Robert DaCostaBobby; Black RookBlack KingReignfire,https://www.superherodb.com/pictures2/portraits/10/100/138.jpg
Superboy,75,95,83,90,95,60,Kon-El / Conner Kent,Experiment 13; Superman; Project: Superman; Carl Krummett; Project: Lionel Luthor; The Metropolis KidSuperman,https://www.superherodb.com/pictures2/portraits/10/100/789.jpg
Superboy-Prime,94,100,100,100,100,85,Kal-El,Superman-Prime; Prime; Superboy; Clark Kent; Clarkie; Time Trapper,https://www.superherodb.com/pictures2/portraits/10/100/1535.jpg
Supergirl,94,100,100,100,100,75,Kara Zor-El,Linda LangKara-ElKara KentFlamebirdTrinity ChildTeen of TomorrowThe Girl of SteelThe Maid of MightThe Princess of PowerMighty MaidClaire ConnorsBluebird,https://www.superherodb.com/pictures2/portraits/10/100/790.jpg
Superman,94,100,100,100,100,85,Clark Kent,Clark Joseph KentThe Man of Steelthe Man of Tomorrowthe Last Son of KryptonBig Bluethe Metropolis Marvelthe Action Ace,https://www.superherodb.com/pictures2/portraits/10/100/791.jpg
Swamp Thing,88,95,25,100,100,55,Alec Holland,Green ManSwampythe WeedLe Bon GumboSmalsh-Yegger (on Rann),https://www.superherodb.com/pictures2/portraits/10/100/792.jpg
Swarm,75,18,50,90,38,35,Fritz von Meyer,-,https://www.superherodb.com/pictures2/portraits/10/100/10428.jpg
Sylar,75,10,12,28,91,56,Gabriel Gray,Gabriel SylarDrew O'GradyDr. SureshZane TaylorIsaac Mendez,https://www.superherodb.com/pictures2/portraits/10/100/953.jpg
Synch,75,67,23,28,74,56,Everett Thomas,-,https://www.superherodb.com/pictures2/portraits/10/100/175.jpg
T-1000,75,34,33,100,100,75,Cyberdyne Systems Series 1000 Terminator,T-1001T-1002,https://www.superherodb.com/pictures2/portraits/10/100/10411.jpg
T-800,75,34,17,60,73,65,Cyberdyne Systems Series 800 Terminator Model 101,Terminator,https://www.superherodb.com/pictures2/portraits/10/100/10409.jpg
T-850,75,80,25,90,83,75,Cyberdyne Systems Series 850 Terminator,Terminator,https://www.superherodb.com/pictures2/portraits/10/100/10410.jpg
T-X,75,63,29,85,100,80,Cyberdyne Systems Series X Terminator,-,https://www.superherodb.com/pictures2/portraits/10/100/10412.jpg
Taskmaster,75,12,50,20,63,100,Tony Masters,-,https://www.superherodb.com/pictures2/portraits/10/100/21.jpg
Tempest,38,10,45,28,66,60,Angel Salvadore Bohusk,-,https://www.superherodb.com/pictures2/portraits/10/100/1407.jpg
Thanos,100,100,33,100,100,80,Thanos,The Mad TitanMasterlordThe OvermasterChins,https://www.superherodb.com/pictures2/portraits/10/100/1305.jpg
The Cape,38,10,23,32,22,64,Vince Faraday,Cape,https://www.superherodb.com/pictures2/portraits/10/100/1375.jpg
The Comedian,63,14,17,10,12,80,Edward Morgen Blake,Eddie Blake,https://www.superherodb.com/pictures2/portraits/10/100/1062.jpg
Thing,75,84,21,100,38,80,Ben Grimm,Blackbeard the PirateGrim BenDr. Josiah Verpoorteen,https://www.superherodb.com/pictures2/portraits/10/100/139.jpg
Thor,69,100,83,100,100,100,Thor Odinson,Donald BlakeSigurd JarlsonJake OlsenDonar the Mighty,https://www.superherodb.com/pictures2/portraits/10/100/140.jpg
Thor Girl,75,83,70,84,100,70,Tarene,Asgard Lassthe Designatethe DestroyerHammeretteHammer GirlHammer LassTara OlsonSpirit of the Jewelthe SupremeThoretaThoritaThor Lass,https://www.superherodb.com/pictures2/portraits/10/100/1296.jpg
Thunderbird,50,32,27,32,13,70,John Proudstar,-,https://www.superherodb.com/pictures2/portraits/10/100/611.jpg
Thunderbird II,null,null,null,null,null,null,James Proudstar,-,https://www.superherodb.com/pictures2/portraits/10/100/927.jpg
Thunderbird III,null,null,null,null,null,null,Neal Shaara,-,https://www.superherodb.com/pictures2/portraits/10/100/141.jpg
Thunderstrike,63,80,70,84,42,72,Eric Kevin Masterson,Thor,https://www.superherodb.com/pictures2/portraits/10/100/177.jpg
Thundra,38,81,32,64,26,54,Thundra,-,https://www.superherodb.com/pictures2/portraits/10/100/508.jpg
Tiger Shark,38,72,46,70,51,28,Todd Arliss,Arlys Tigershark,https://www.superherodb.com/pictures2/portraits/10/100/10047.jpg
Tigra,63,32,53,38,33,90,Greer Grant Nelson,The CatGreer Sorenson,https://www.superherodb.com/pictures2/portraits/10/100/42.jpg
Tinkerer,100,10,23,14,10,14,Phineas Mason,-,https://www.superherodb.com/pictures2/portraits/10/100/1036.jpg
Titan,null,null,null,null,null,null,,-,https://www.superherodb.com/pictures2/portraits/10/100/1154.jpg
Toad,50,34,58,56,70,28,Mortimer Toynbee,The Terrible Toad-King,https://www.superherodb.com/pictures2/portraits/10/100/1125.jpg
Toxin,56,73,70,84,82,70,Patrick Mulligan,Larry,https://www.superherodb.com/pictures2/portraits/10/100/848.jpg
Toxin,75,80,42,85,97,70,Eddie Brock,"EddieSister Edwina""Ed""Edwin BrockVenomLethal Protector998thAnti-VenomWhite Venom",https://www.superherodb.com/pictures2/portraits/10/100/10494.jpg
Tracy Strauss,null,null,null,null,null,null,Tracy Strauss,Ice Queen,https://www.superherodb.com/pictures2/portraits/10/100/1312.jpg
Trickster,null,null,null,null,null,null,Giovanni Giuseppe,James Jesse,https://www.superherodb.com/pictures2/portraits/10/100/1468.jpg
Trigon,null,99,null,null,null,null,,"LuciferSatan,The DevilLord TrigonMaster TrigonKing TrigonConqueror of WorldsRuler of the Five Under Realms",https://www.superherodb.com/pictures2/portraits/10/100/10703.jpg
Triplicate Girl,63,10,23,42,44,42,Luornu Durgo,Duo DamselUnaTriad,https://www.superherodb.com/pictures2/portraits/10/100/1185.jpg
Triton,56,63,50,65,35,55,Triton,-,https://www.superherodb.com/pictures2/portraits/10/100/513.jpg
Two-Face,88,10,12,14,9,28,Harvey Dent,Apollo,https://www.superherodb.com/pictures2/portraits/10/100/802.jpg
Ultragirl,50,80,35,70,35,80,Tsu-Zana,Suzy ShermanUltra-Girl,https://www.superherodb.com/pictures2/portraits/10/100/1295.jpg
Ultron,88,83,42,100,100,64,Ultron,Crimson CowlGreat DevilGreat UltronIron ManMarkOmegaUltimate UltronUltron-5 (and hundreds of other sequential numerical designations)Ultron Mark TwelveHo Yinsen,https://www.superherodb.com/pictures2/portraits/10/100/1339.jpg
Utgard-Loki,50,80,23,84,85,64,,-,https://www.superherodb.com/pictures2/portraits/10/100/1484.jpg
Vagabond,null,null,null,null,null,null,Priscilla Lyons,-,https://www.superherodb.com/pictures2/portraits/10/100/145.jpg
Valerie Hart,null,null,null,null,null,null,,-,https://www.superherodb.com/pictures2/portraits/10/100/1004.jpg
Valkyrie,null,94,null,null,null,null,Brunnhilde (also spelled Brunnhilda),Barbara NorrissSamantha Parrington,https://www.superherodb.com/pictures2/portraits/10/100/147.jpg
Vanisher,63,10,75,56,61,42,,Telford Porter,https://www.superherodb.com/pictures2/portraits/10/100/1105.jpg
Vegeta,81,100,92,95,100,100,Vegeta,Prince VegetaThe Saiyan PrinceThe Prince of all SaiyansMajin VegetaBejiitaBejiita no OujiVejitaVegitaCaptain VegetaVegeta-SamaMakita (Hebrew dub)Bezita (Malaysian dub)Super Vegeta,https://www.superherodb.com/pictures2/portraits/10/100/1206.jpg
Venom,75,57,65,84,86,84,Eddie Brock,-,https://www.superherodb.com/pictures2/portraits/10/100/22.jpg
Venom II,50,57,47,70,54,56,Angelo Fortunato,-,https://www.superherodb.com/pictures2/portraits/10/100/1124.jpg
Venom III,63,73,35,90,73,56,MacDonald Gargan,Scorpion,https://www.superherodb.com/pictures2/portraits/10/100/1042.jpg
Venompool,69,57,63,100,100,100,Wade Wilson,Deadpool,https://www.superherodb.com/pictures2/portraits/10/100/10618.jpg
Vertigo II,null,null,null,null,null,null,-,-,https://www.superherodb.com/pictures2/portraits/10/100/149.jpg
Vibe,50,10,17,30,99,30,Cisco Ramon,-,https://www.superherodb.com/pictures2/portraits/10/100/10509.jpg
Vindicator,63,63,53,64,58,70,Heather Hudson,Guardian,https://www.superherodb.com/pictures2/portraits/10/100/150.jpg
Vindicator,null,null,null,null,null,null,Dr. James McDonald Hudson,-,https://www.superherodb.com/pictures2/portraits/10/100/530.jpg
Violator,null,53,null,null,null,null,,The Clown,https://www.superherodb.com/pictures2/portraits/10/100/1064.jpg
Violet Parr,56,9,13,50,79,15,Violet Parr,Vi (nickname)The Queen of the UnseenInvisagirl (InvisaVi),https://www.superherodb.com/pictures2/portraits/10/100/825.jpg
Vision,100,72,54,95,100,70,Vision,Victor Shade,https://www.superherodb.com/pictures2/portraits/10/100/532.jpg
Vision II,null,null,null,null,null,null,Vision,Victor ShadeGhost of Stone,https://www.superherodb.com/pictures2/portraits/10/100/151.jpg
Vixen,50,38,50,50,62,25,Mari McCabe,-,https://www.superherodb.com/pictures2/portraits/10/100/10109.jpg
Vulcan,null,56,null,null,null,null,Gabriel Summers,Kid Vulcan,https://www.superherodb.com/pictures2/portraits/10/100/854.jpg
Vulture,75,22,42,25,26,30,Adrian Toomes,-,https://www.superherodb.com/pictures2/portraits/10/100/1031.jpg
Walrus,50,28,8,50,11,20,Hubert Carpent,-,https://www.superherodb.com/pictures2/portraits/10/100/10058.jpg
War Machine,63,80,63,100,100,85,James Rupert Rhodes,RhodeyIron ManJim Rhodes,https://www.superherodb.com/pictures2/portraits/10/100/536.jpg
Warbird,null,null,null,null,null,null,Carol Danvers,Ms. MarvelBinary,https://www.superherodb.com/pictures2/portraits/10/100/153.jpg
Warlock,88,36,79,95,71,95,Adam Warlock,Him(in an alternate future) the Magus,https://www.superherodb.com/pictures2/portraits/10/100/154.jpg
Warp,38,10,23,28,85,50,Emil LaSalle,-,https://www.superherodb.com/pictures2/portraits/10/100/1353.jpg
Warpath,38,72,47,70,26,84,James Proudstar,Thunderbird,https://www.superherodb.com/pictures2/portraits/10/100/541.jpg
Wasp,63,17,58,52,29,42,Janet Van Dyne,Pixie,https://www.superherodb.com/pictures2/portraits/10/100/155.jpg
Watcher,100,80,67,89,100,56,Uatu,-,https://www.superherodb.com/pictures2/portraits/10/100/516.jpg
Weapon XI,null,null,null,null,null,null,Weapon XI,weapon 10,https://www.superherodb.com/pictures2/portraits/10/100/1318.jpg
White Canary,63,7,33,15,49,90,,Silk SisterSara Lance,https://www.superherodb.com/pictures2/portraits/10/100/10542.jpg
White Queen,null,null,null,null,null,null,Emma Grace Frost,White Queen,https://www.superherodb.com/pictures2/portraits/10/100/157.jpg
Wildfire,50,32,23,100,77,42,Drake Burroughs,ERG-1Atom'xRandall BurroughsJahr-Drake Nigle,https://www.superherodb.com/pictures2/portraits/10/100/1186.jpg
Winter Soldier,56,32,35,65,60,84,Bucky Barnes,BuckyCaptain America,https://www.superherodb.com/pictures2/portraits/10/100/10027.jpg
Wiz Kid,null,null,null,null,null,null,Takashi Matsuya,-,https://www.superherodb.com/pictures2/portraits/10/100/159.jpg
Wolfsbane,38,16,35,42,26,42,Rahne Sinclair,GrimfangMutate #490,https://www.superherodb.com/pictures2/portraits/10/100/160.jpg
Wolverine,63,32,50,100,89,100,Logan,Weapon XWeapon TenDeathMutate 9601Jim LoganEmilio GarraWeapon ChiExperiment XAgent TenPeter RichardsMai kethLoganMr. Patch,https://www.superherodb.com/pictures2/portraits/10/100/161.jpg
Wonder Girl,75,90,25,80,39,60,Cassandra Elizabeth Sandsmark,Cassandra SandsmarkCassieHelen TroyWonder WomanCassie Sandsmark,https://www.superherodb.com/pictures2/portraits/10/100/1497.jpg
Wonder Man,75,100,53,90,64,64,Simon Williams,WondieJQ-272712-K,https://www.superherodb.com/pictures2/portraits/10/100/162.jpg
Wonder Woman,88,100,79,100,100,100,Diana Prince,Princess DianaPrincess of the AmazonsGoddess of Truth WondyWonder GirlThe Amazon Princess,https://www.superherodb.com/pictures2/portraits/10/100/807.jpg
Wondra,null,null,null,null,null,null,,-,https://www.superherodb.com/pictures2/portraits/10/100/1290.jpg
Wyatt Wingfoot,10,10,12,1,1,56,Wyatt Wingfoot,-,https://www.superherodb.com/pictures2/portraits/10/100/164.jpg
X-23,75,24,42,100,55,95,Laura Kinney,Laura LoganLaura HowlettLaura XTalonWolverineX23,https://www.superherodb.com/pictures2/portraits/10/100/565.jpg
X-Man,88,53,53,95,100,84,Nate Grey,Nate the Great,https://www.superherodb.com/pictures2/portraits/10/100/1150.jpg
Yellow Claw,null,null,null,null,null,null,,The Claw,https://www.superherodb.com/pictures2/portraits/10/100/23.jpg
Yellowjacket,88,10,12,28,12,14,Hank Pym,Hank Pym,https://www.superherodb.com/pictures2/portraits/10/100/70.jpg
Yellowjacket II,50,10,35,28,31,28,Rita DeMara,-,https://www.superherodb.com/pictures2/portraits/10/100/178.jpg
Ymir,50,100,27,100,98,28,Ymir,Aurgelmir,https://www.superherodb.com/pictures2/portraits/10/100/179.jpg
Yoda,88,52,33,25,100,90,Yoda,-,https://www.superherodb.com/pictures2/portraits/10/100/10454.jpg
Zatanna,81,10,23,28,100,56,Zatanna Zatara,-,https://www.superherodb.com/pictures2/portraits/10/100/809.jpg
Zoom,50,10,100,28,100,28,Hunter Zolomon,-,https://www.superherodb.com/pictures2/portraits/10/100/1384.jpg
